date,time,weather_description,temp_in_f,dewpt_in_f,humidity_in_%,pressure,precipitation_in_inches,wind_direction,wind_speed_in_mph
2018-01-16,20:00:00,Cloudy,33°F,26°F,75%,30.32,0 in.,SE,0
2018-01-16,21:00:00,Cloudy,33°F,28°F,80%,30.31,0 in.,SE,0
2018-01-16,22:00:00,Cloudy,32°F,26°F,78%,30.32,0 in.,SE,0
2018-01-16,23:00:00,Cloudy,33°F,28°F,82%,30.32,0 in.,E,0
2018-01-17,00:00:00,Cloudy,33°F,29°F,85%,30.31,0 in.,ENE,0
2018-01-17,01:00:00,Cloudy,32°F,28°F,84%,30.30,0 in.,ENE,0
2018-01-17,02:00:00,Cloudy,31°F,26°F,83%,30.29,0 in.,ENE,0
2018-01-17,03:00:00,Cloudy,31°F,26°F,82%,30.29,0 in.,NE,0
2018-01-17,04:00:00,Cloudy,29°F,25°F,86%,30.30,0 in.,E,0
2018-01-17,05:00:00,Cloudy,27°F,22°F,82%,30.32,0 in.,ENE,0
2018-01-17,06:00:00,Cloudy,27°F,22°F,83%,30.33,0 in.,ENE,0
2018-01-17,07:00:00,Cloudy,25°F,20°F,81%,30.33,0 in.,NE,0
2018-01-17,08:00:00,Cloudy,25°F,19°F,79%,30.35,0 in.,E,0
2018-01-17,09:00:00,Cloudy,26°F,17°F,68%,30.36,0 in.,S,0
2018-01-17,10:00:00,Cloudy,26°F,12°F,55%,30.37,0 in.,ENE,0
2018-01-17,11:00:00,Partly Cloudy,26°F,12°F,55%,30.35,0 in.,NE,4
2018-01-17,12:00:00,Clear,25°F,11°F,55%,30.34,0 in.,NNE,0
2018-01-17,13:00:00,Clear,25°F,10°F,53%,30.32,0 in.,NE,0
2018-01-17,14:00:00,Clear,26°F,11°F,53%,30.30,0 in.,N,2
2018-01-17,15:00:00,Clear,26°F,11°F,53%,30.29,0 in.,NE,1
2018-01-17,16:00:00,Clear,27°F,11°F,50%,30.28,0 in.,ENE,2
2018-01-17,17:00:00,Clear,25°F,11°F,54%,30.29,0 in.,ENE,0
2018-01-17,18:00:00,Clear,23°F,10°F,57%,30.28,0 in.,NNE,1
2018-01-17,19:00:00,Clear,24°F,11°F,58%,30.28,0 in.,NNW,0
2018-01-17,20:00:00,Partly Cloudy,24°F,11°F,56%,30.27,0 in.,NNE,3
2018-01-17,21:00:00,Partly Cloudy,22°F,11°F,61%,30.27,0 in.,ENE,0
2018-01-17,22:00:00,Mostly Cloudy,22°F,10°F,60%,30.26,0 in.,E,0
2018-01-17,23:00:00,Cloudy,22°F,11°F,62%,30.24,0 in.,NE,0
2018-01-18,00:00:00,Cloudy,22°F,11°F,61%,30.23,0 in.,NE,0
2018-01-18,01:00:00,Cloudy,19°F,9°F,64%,30.21,0 in.,NE,0
2018-01-18,02:00:00,Cloudy,17°F,8°F,68%,30.18,0 in.,NE,0
2018-01-18,03:00:00,Partly Cloudy,15°F,9°F,75%,30.14,0 in.,NE,0
2018-01-18,04:00:00,Clear,14°F,8°F,77%,30.11,0 in.,NE,0
2018-01-18,05:00:00,Clear,15°F,9°F,75%,30.11,0 in.,NW,0
2018-01-18,06:00:00,Clear,14°F,9°F,79%,30.13,0 in.,SE,0
2018-01-18,07:00:00,Clear,15°F,9°F,76%,30.16,0 in.,SE,0
2018-01-18,08:00:00,Clear,16°F,10°F,78%,30.16,0 in.,W,0
2018-01-18,09:00:00,Clear,22°F,15°F,73%,30.14,0 in.,SSW,0
2018-01-18,10:00:00,Clear,29°F,14°F,52%,30.14,0 in.,SE,1
2018-01-18,11:00:00,Clear,35°F,14°F,41%,30.13,0 in.,ESE,0
2018-01-18,12:00:00,Clear,40°F,13°F,32%,30.10,0 in.,WNW,4
2018-01-18,13:00:00,Clear,42°F,12°F,29%,30.06,0 in.,SW,6
2018-01-18,14:00:00,Clear,45°F,14°F,28%,30.03,0 in.,WSW,5
2018-01-18,15:00:00,Clear,47°F,15°F,27%,30.02,0 in.,SW,7
2018-01-18,16:00:00,Clear,48°F,16°F,27%,30.01,0 in.,SW,0
2018-01-18,17:00:00,Clear,44°F,15°F,30%,30.02,0 in.,WSW,0
2018-01-18,18:00:00,Clear,38°F,13°F,35%,30.04,0 in.,NE,0
2018-01-18,19:00:00,Clear,34°F,15°F,45%,30.05,0 in.,NW,0
2018-01-18,20:00:00,Clear,30°F,15°F,54%,30.06,0 in.,NW,1
2018-01-18,21:00:00,Clear,29°F,16°F,57%,30.07,0 in.,WSW,0
2018-01-18,22:00:00,Clear,29°F,16°F,58%,30.09,0 in.,W,0
2018-01-18,23:00:00,Clear,30°F,17°F,57%,30.09,0 in.,S,0
2018-01-19,00:00:00,Clear,29°F,16°F,58%,30.09,0 in.,NW,0
2018-01-19,01:00:00,Clear,28°F,17°F,63%,30.09,0 in.,W,0
2018-01-19,02:00:00,Clear,25°F,17°F,71%,30.07,0 in.,SW,0
2018-01-19,03:00:00,Clear,25°F,17°F,72%,30.07,0 in.,SW,0
2018-01-19,04:00:00,Clear,23°F,17°F,77%,30.05,0 in.,WSW,0
2018-01-19,05:00:00,Clear,23°F,16°F,75%,30.06,0 in.,WSW,0
2018-01-19,06:00:00,Clear,21°F,16°F,79%,30.07,0 in.,W,0
2018-01-19,07:00:00,Clear,20°F,15°F,81%,30.09,0 in.,WNW,0
2018-01-19,08:00:00,Clear,21°F,16°F,81%,30.11,0 in.,WNW,0
2018-01-19,09:00:00,Clear,30°F,22°F,73%,30.10,0 in.,NW,0
2018-01-19,10:00:00,Clear,41°F,26°F,54%,30.11,0 in.,SW,0
2018-01-19,11:00:00,Clear,47°F,15°F,27%,30.09,0 in.,SW,3
2018-01-19,12:00:00,Clear,51°F,18°F,27%,30.06,0 in.,WSW,4
2018-01-19,13:00:00,Clear,53°F,19°F,26%,30.03,0 in.,SW,3
2018-01-19,14:00:00,Clear,55°F,19°F,24%,30.01,0 in.,SSW,2
2018-01-19,15:00:00,Clear,57°F,20°F,23%,30.00,0 in.,SW,3
2018-01-19,16:00:00,Clear,56°F,18°F,22%,30.01,0 in.,WSW,2
2018-01-19,17:00:00,Clear,52°F,15°F,23%,30.01,0 in.,SW,0
2018-01-19,18:00:00,Clear,45°F,17°F,32%,30.01,0 in.,SW,0
2018-01-19,19:00:00,Clear,38°F,18°F,44%,30.01,0 in.,SW,0
2018-01-19,20:00:00,Clear,34°F,18°F,52%,30.01,0 in.,W,0
2018-01-19,21:00:00,Clear,31°F,19°F,60%,30.02,0 in.,WNW,0
2018-01-19,22:00:00,Clear,29°F,19°F,67%,30.02,0 in.,NW,0
2018-01-19,23:00:00,Clear,27°F,19°F,71%,30.02,0 in.,WNW,0
2018-01-20,00:00:00,Clear,27°F,20°F,73%,30.01,0 in.,WNW,0
2018-01-20,01:00:00,Clear,25°F,19°F,78%,29.99,0 in.,NW,0
2018-01-20,02:00:00,Clear,25°F,20°F,80%,29.98,0 in.,WNW,0
2018-01-20,03:00:00,Clear,25°F,19°F,78%,29.97,0 in.,WNW,0
2018-01-20,04:00:00,Clear,25°F,20°F,80%,29.96,0 in.,WNW,0
2018-01-20,05:00:00,Clear,24°F,19°F,81%,29.97,0 in.,NW,0
2018-01-20,06:00:00,Clear,24°F,19°F,82%,29.98,0 in.,WNW,0
2018-01-20,07:00:00,Clear,24°F,19°F,82%,29.98,0 in.,NNW,0
2018-01-20,08:00:00,Clear,25°F,20°F,82%,29.98,0 in.,WNW,0
2018-01-20,09:00:00,Clear,32°F,25°F,76%,30.01,0 in.,NW,0
2018-01-20,10:00:00,Clear,43°F,30°F,60%,30.01,0 in.,WSW,0
2018-01-20,11:00:00,Clear,52°F,31°F,45%,30.00,0 in.,SSW,0
2018-01-20,12:00:00,Clear,58°F,37°F,46%,29.98,0 in.,SSW,1
2018-01-20,13:00:00,Clear,61°F,38°F,43%,29.96,0 in.,WSW,5
2018-01-20,14:00:00,Clear,63°F,38°F,39%,29.95,0 in.,WNW,3
2018-01-20,15:00:00,Clear,64°F,39°F,40%,29.95,0 in.,SW,2
2018-01-20,16:00:00,Clear,65°F,39°F,39%,29.96,0 in.,SSE,0
2018-01-20,17:00:00,Clear,59°F,37°F,44%,29.98,0 in.,SW,0
2018-01-20,18:00:00,Clear,53°F,35°F,51%,30.00,0 in.,W,0
2018-01-20,19:00:00,Clear,50°F,35°F,55%,30.03,0 in.,WNW,0
2018-01-20,20:00:00,Clear,43°F,32°F,66%,30.05,0 in.,WNW,0
2018-01-20,21:00:00,Clear,42°F,32°F,67%,30.06,0 in.,WNW,0
2018-01-20,22:00:00,Clear,42°F,32°F,68%,30.07,0 in.,W,0
2018-01-20,23:00:00,Clear,36°F,29°F,77%,30.09,0 in.,W,0
2018-01-21,00:00:00,Clear,33°F,29°F,85%,30.10,0 in.,NW,0
2018-01-21,01:00:00,Partly Cloudy,33°F,29°F,84%,30.10,0 in.,WNW,0
2018-01-21,02:00:00,Partly Cloudy,33°F,29°F,85%,30.09,0 in.,NW,0
2018-01-21,03:00:00,Clear,32°F,29°F,87%,30.10,0 in.,SE,0
2018-01-21,04:00:00,Clear,32°F,28°F,86%,30.11,0 in.,WNW,0
2018-01-21,05:00:00,Partly Cloudy,32°F,29°F,87%,30.12,0 in.,WNW,0
2018-01-21,06:00:00,Mostly Cloudy,33°F,30°F,88%,30.14,0 in.,WNW,0
2018-01-21,07:00:00,Cloudy,33°F,30°F,89%,30.16,0 in.,WNW,0
2018-01-21,08:00:00,Cloudy,34°F,31°F,88%,30.16,0 in.,WNW,0
2018-01-21,09:00:00,Partly Cloudy,38°F,34°F,86%,30.17,0 in.,WNW,0
2018-01-21,10:00:00,Cloudy,49°F,40°F,71%,30.19,0 in.,SW,0
2018-01-21,11:00:00,Cloudy,54°F,42°F,65%,30.18,0 in.,SE,0
2018-01-21,12:00:00,Cloudy,62°F,46°F,56%,30.15,0 in.,SE,0
2018-01-21,13:00:00,Cloudy,65°F,48°F,55%,30.12,0 in.,SE,0
2018-01-21,14:00:00,Cloudy,66°F,49°F,55%,30.10,0 in.,SW,0
2018-01-21,15:00:00,Cloudy,65°F,49°F,56%,30.10,0 in.,WSW,2
2018-01-21,16:00:00,Cloudy,65°F,49°F,57%,30.10,0 in.,W,2
2018-01-21,17:00:00,Cloudy,64°F,49°F,58%,30.11,0 in.,SW,0
2018-01-21,18:00:00,Cloudy,63°F,48°F,59%,30.11,0 in.,WSW,0
2018-01-21,19:00:00,Cloudy,59°F,48°F,66%,30.11,0 in.,W,1
2018-01-21,20:00:00,Cloudy,57°F,47°F,68%,30.11,0 in.,W,1
2018-01-21,21:00:00,Mostly Cloudy,52°F,45°F,77%,30.13,0 in.,W,0
2018-01-21,22:00:00,Mostly Cloudy,51°F,45°F,79%,30.13,0 in.,W,0
2018-01-21,23:00:00,Cloudy,47°F,43°F,86%,30.14,0 in.,W,1
2018-01-22,00:00:00,Cloudy,46°F,42°F,85%,30.13,0 in.,NW,0
2018-01-22,01:00:00,Cloudy,47°F,44°F,89%,30.11,0 in.,WNW,0
2018-01-22,02:00:00,Cloudy,47°F,44°F,88%,30.11,0 in.,WNW,0
2018-01-22,03:00:00,Cloudy,47°F,44°F,89%,30.10,0 in.,WNW,0
2018-01-22,04:00:00,Cloudy,44°F,41°F,90%,30.09,0 in.,WNW,0
2018-01-22,05:00:00,Cloudy,47°F,44°F,89%,30.09,0 in.,WNW,0
2018-01-22,06:00:00,Cloudy,45°F,42°F,90%,30.09,0 in.,WNW,0
2018-01-22,07:00:00,Cloudy,45°F,43°F,91%,30.09,0 in.,WNW,0
2018-01-22,08:00:00,Cloudy,44°F,42°F,91%,30.10,0 in.,WNW,0
2018-01-22,09:00:00,Cloudy,47°F,44°F,89%,30.11,0 in.,SW,0
2018-01-22,10:00:00,Cloudy,52°F,47°F,82%,30.12,0 in.,SSW,0
2018-01-22,11:00:00,Clear,55°F,47°F,75%,30.11,0 in.,SE,1
2018-01-22,12:00:00,Clear,58°F,48°F,70%,30.08,0 in.,WSW,0
2018-01-22,13:00:00,Clear,63°F,49°F,61%,30.04,0 in.,SSW,1
2018-01-22,14:00:00,Clear,65°F,48°F,54%,30.01,0 in.,SSW,5
2018-01-22,15:00:00,Clear,66°F,48°F,53%,29.98,0 in.,SW,1
2018-01-22,16:00:00,Clear,63°F,47°F,55%,29.98,0 in.,SW,4
2018-01-22,17:00:00,Clear,61°F,47°F,59%,29.99,0 in.,SSW,1
2018-01-22,18:00:00,Clear,59°F,46°F,63%,29.98,0 in.,SW,0
2018-01-22,19:00:00,Clear,57°F,46°F,66%,29.98,0 in.,SW,0
2018-01-22,20:00:00,Clear,56°F,46°F,68%,29.96,0 in.,SSE,0
2018-01-22,21:00:00,Clear,56°F,46°F,70%,29.95,0 in.,SW,0
2018-01-22,22:00:00,Clear,57°F,47°F,69%,29.93,0 in.,SW,3
2018-01-22,23:00:00,Clear,56°F,47°F,71%,29.91,0 in.,WSW,3
2018-01-23,00:00:00,Cloudy,55°F,46°F,72%,29.88,0 in.,SSW,0
2018-01-23,01:00:00,Partly Cloudy,55°F,46°F,72%,29.84,0 in.,SW,0
2018-01-23,02:00:00,Cloudy,54°F,46°F,73%,29.80,0 in.,SW,0
2018-01-23,03:00:00,Cloudy,54°F,49°F,83%,29.78,0 in.,WSW,3
2018-01-23,04:00:00,Cloudy,51°F,49°F,94%,29.74,0.18 in.,WSW,0
2018-01-23,05:00:00,Cloudy,50°F,49°F,96%,29.67,0.14 in.,WSW,0
2018-01-23,06:00:00,Cloudy,50°F,49°F,98%,29.65,0.16 in.,WSW,0
2018-01-23,07:00:00,Cloudy,49°F,48°F,98%,29.63,0.01 in.,ENE,0
2018-01-23,08:00:00,Cloudy,50°F,50°F,99%,29.64,0 in.,NW,0
2018-01-23,09:00:00,Mostly Cloudy,54°F,54°F,99%,29.64,0.01 in.,ENE,0
2018-01-23,10:00:00,Partly Cloudy,58°F,58°F,99%,29.63,0 in.,SE,0
2018-01-23,11:00:00,Partly Cloudy,64°F,51°F,63%,29.62,0 in.,W,5
2018-01-23,12:00:00,Cloudy,66°F,49°F,55%,29.60,0 in.,WSW,6
2018-01-23,13:00:00,Mostly Cloudy,65°F,47°F,53%,29.58,0 in.,NE,7
2018-01-23,14:00:00,Cloudy,63°F,44°F,50%,29.61,0 in.,NNW,8
2018-01-23,15:00:00,Clear,60°F,40°F,48%,29.65,0 in.,NNW,8
2018-01-23,16:00:00,Clear,57°F,37°F,46%,29.69,0 in.,SW,1
2018-01-23,17:00:00,Clear,53°F,34°F,48%,29.73,0 in.,W,0
2018-01-23,18:00:00,Clear,51°F,33°F,49%,29.76,0 in.,W,0
2018-01-23,19:00:00,Clear,50°F,32°F,50%,29.81,0 in.,ESE,0
2018-01-23,20:00:00,Partly Cloudy,47°F,32°F,55%,29.83,0 in.,W,0
2018-01-23,21:00:00,Cloudy,48°F,32°F,54%,29.83,0 in.,NNW,4
2018-01-23,22:00:00,Clear,46°F,31°F,56%,29.85,0 in.,WNW,0
2018-01-23,23:00:00,Partly Cloudy,46°F,32°F,57%,29.85,0 in.,W,0
2018-01-24,00:00:00,Partly Cloudy,45°F,32°F,60%,29.86,0 in.,NNW,1
2018-01-24,01:00:00,Cloudy,45°F,31°F,59%,29.87,0 in.,WNW,1
2018-01-24,02:00:00,Cloudy,45°F,31°F,59%,29.90,0 in.,WNW,2
2018-01-24,03:00:00,Mostly Cloudy,44°F,31°F,60%,29.92,0 in.,WNW,1
2018-01-24,04:00:00,Mostly Cloudy,45°F,31°F,59%,29.93,0 in.,NW,1
2018-01-24,05:00:00,Mostly Cloudy,44°F,31°F,59%,29.96,0 in.,WNW,0
2018-01-24,06:00:00,Partly Cloudy,43°F,30°F,59%,29.98,0 in.,NNE,1
2018-01-24,07:00:00,Cloudy,43°F,31°F,61%,30.00,0 in.,WNW,0
2018-01-24,08:00:00,Cloudy,43°F,31°F,62%,30.02,0 in.,WNW,1
2018-01-24,09:00:00,Mostly Cloudy,44°F,31°F,60%,30.04,0 in.,NNW,1
2018-01-24,10:00:00,Cloudy,45°F,31°F,58%,30.07,0 in.,NW,2
2018-01-24,11:00:00,Cloudy,44°F,30°F,58%,30.08,0 in.,N,7
2018-01-24,12:00:00,Cloudy,45°F,30°F,55%,30.08,0 in.,N,4
2018-01-24,13:00:00,Cloudy,44°F,30°F,58%,30.06,0 in.,NNW,1
2018-01-24,14:00:00,Cloudy,44°F,30°F,58%,30.06,0 in.,NNW,4
2018-01-24,15:00:00,Cloudy,44°F,31°F,59%,30.06,0 in.,W,3
2018-01-24,16:00:00,Cloudy,42°F,30°F,62%,30.08,0 in.,N,0
2018-01-24,17:00:00,Cloudy,40°F,29°F,64%,30.11,0 in.,NE,0
2018-01-24,18:00:00,Cloudy,39°F,28°F,64%,30.14,0 in.,N,0
2018-01-24,19:00:00,Cloudy,39°F,28°F,65%,30.16,0 in.,N,0
2018-01-24,20:00:00,Cloudy,38°F,28°F,67%,30.18,0 in.,NNW,0
2018-01-24,21:00:00,Cloudy,35°F,30°F,81%,30.19,0 in.,ESE,0
2018-01-24,22:00:00,Cloudy,34°F,29°F,83%,30.19,0 in.,WSW,0
2018-01-24,23:00:00,Cloudy,34°F,30°F,84%,30.21,0 in.,E,0
2018-01-25,00:00:00,Cloudy,33°F,30°F,89%,30.22,0 in.,N,0
2018-01-25,01:00:00,Cloudy,34°F,30°F,84%,30.22,0 in.,NNW,0
2018-01-25,02:00:00,Cloudy,33°F,29°F,84%,30.24,0 in.,NNW,0
2018-01-25,03:00:00,Cloudy,33°F,28°F,83%,30.26,0 in.,ESE,0
2018-01-25,04:00:00,Cloudy,33°F,28°F,81%,30.27,0 in.,ENE,0
2018-01-25,05:00:00,Cloudy,34°F,27°F,74%,30.30,0 in.,NNW,0
2018-01-25,06:00:00,Mostly Cloudy,34°F,26°F,72%,30.33,0 in.,NW,0
2018-01-25,07:00:00,Cloudy,32°F,25°F,75%,30.37,0 in.,ESE,0
2018-01-25,08:00:00,Cloudy,33°F,25°F,73%,30.39,0 in.,NE,0
2018-01-25,09:00:00,Cloudy,33°F,24°F,69%,30.42,0 in.,ESE,0
2018-01-25,10:00:00,Cloudy,37°F,25°F,61%,30.46,0 in.,ENE,2
2018-01-25,11:00:00,Partly Cloudy,36°F,24°F,61%,30.47,0 in.,E,1
2018-01-25,12:00:00,Cloudy,40°F,25°F,55%,30.45,0 in.,NE,1
2018-01-25,13:00:00,Mostly Cloudy,41°F,24°F,50%,30.44,0 in.,ENE,3
2018-01-25,14:00:00,Cloudy,43°F,26°F,50%,30.44,0 in.,NNE,0
2018-01-25,15:00:00,Partly Cloudy,44°F,26°F,49%,30.44,0 in.,WSW,3
2018-01-25,16:00:00,Partly Cloudy,44°F,26°F,48%,30.45,0 in.,WSW,0
2018-01-25,17:00:00,Clear,41°F,26°F,54%,30.47,0 in.,W,0
2018-01-25,18:00:00,Clear,37°F,24°F,60%,30.49,0 in.,WSW,0
2018-01-25,19:00:00,Clear,33°F,23°F,66%,30.52,0 in.,WSW,0
2018-01-25,20:00:00,Clear,31°F,23°F,71%,30.52,0 in.,WSW,0
2018-01-25,21:00:00,Clear,30°F,23°F,75%,30.54,0 in.,WSW,0
2018-01-25,22:00:00,Clear,28°F,23°F,80%,30.55,0 in.,WSW,0
2018-01-25,23:00:00,Clear,25°F,21°F,85%,30.56,0 in.,WSW,0
2018-01-26,00:00:00,Clear,25°F,21°F,85%,30.56,0 in.,WSW,0
2018-01-26,01:00:00,Clear,23°F,20°F,88%,30.57,0 in.,WSW,0
2018-01-26,02:00:00,Clear,23°F,20°F,90%,30.58,0 in.,WSW,0
2018-01-26,03:00:00,Clear,22°F,20°F,91%,30.60,0 in.,WSW,0
2018-01-26,04:00:00,Clear,22°F,20°F,92%,30.60,0 in.,WSW,0
2018-01-26,05:00:00,Clear,22°F,20°F,92%,30.60,0 in.,WSW,0
2018-01-26,06:00:00,Clear,21°F,19°F,91%,30.60,0 in.,WSW,0
2018-01-26,07:00:00,Clear,21°F,19°F,92%,30.63,0 in.,WSW,0
2018-01-26,08:00:00,Clear,21°F,19°F,93%,30.64,0 in.,WSW,0
2018-01-26,09:00:00,Clear,27°F,25°F,93%,30.65,0 in.,WSW,0
2018-01-26,10:00:00,Clear,36°F,29°F,76%,30.66,0 in.,SSW,0
2018-01-26,11:00:00,Clear,39°F,28°F,64%,30.66,0 in.,SSW,0
2018-01-26,12:00:00,Clear,43°F,29°F,58%,30.62,0 in.,ESE,1
2018-01-26,13:00:00,Clear,46°F,30°F,53%,30.58,0 in.,ESE,1
2018-01-26,14:00:00,Clear,47°F,30°F,51%,30.56,0 in.,SW,2
2018-01-26,15:00:00,Clear,49°F,31°F,49%,30.55,0 in.,SW,0
2018-01-26,16:00:00,Clear,49°F,30°F,48%,30.54,0 in.,SW,0
2018-01-26,17:00:00,Clear,48°F,30°F,50%,30.53,0 in.,SW,0
2018-01-26,18:00:00,Clear,46°F,30°F,53%,30.54,0 in.,SW,0
2018-01-26,19:00:00,Clear,41°F,28°F,60%,30.54,0 in.,SW,0
2018-01-26,20:00:00,Clear,37°F,28°F,68%,30.54,0 in.,WSW,0
2018-01-26,21:00:00,Clear,34°F,27°F,74%,30.52,0 in.,WSW,0
2018-01-26,22:00:00,Clear,33°F,26°F,76%,30.51,0 in.,WSW,0
2018-01-26,23:00:00,Clear,31°F,26°F,80%,30.50,0 in.,W,0
2018-01-27,00:00:00,Clear,30°F,26°F,83%,30.49,0 in.,W,0
2018-01-27,01:00:00,Clear,34°F,28°F,78%,30.48,0 in.,WSW,0
2018-01-27,02:00:00,Clear,31°F,26°F,83%,30.47,0 in.,WNW,0
2018-01-27,03:00:00,Clear,34°F,27°F,75%,30.47,0 in.,WSW,0
2018-01-27,04:00:00,Clear,34°F,27°F,74%,30.47,0 in.,WSW,0
2018-01-27,05:00:00,Clear,34°F,26°F,73%,30.47,0 in.,W,0
2018-01-27,06:00:00,Clear,31°F,25°F,79%,30.46,0 in.,WNW,0
2018-01-27,07:00:00,Clear,32°F,26°F,77%,30.47,0 in.,WNW,0
2018-01-27,08:00:00,Clear,31°F,26°F,80%,30.46,0 in.,W,0
2018-01-27,09:00:00,Clear,35°F,29°F,77%,30.47,0 in.,WNW,0
2018-01-27,10:00:00,Clear,46°F,32°F,57%,30.46,0 in.,SW,0
2018-01-27,11:00:00,Clear,53°F,37°F,54%,30.44,0 in.,W,3
2018-01-27,12:00:00,Clear,59°F,43°F,55%,30.40,0 in.,WSW,7
2018-01-27,13:00:00,Clear,61°F,46°F,57%,30.36,0 in.,WSW,6
2018-01-27,14:00:00,Clear,59°F,46°F,62%,30.32,0 in.,WSW,4
2018-01-27,15:00:00,Clear,60°F,47°F,62%,30.30,0 in.,WSW,3
2018-01-27,16:00:00,Clear,59°F,46°F,62%,30.29,0 in.,WSW,4
2018-01-27,17:00:00,Clear,59°F,48°F,66%,30.30,0 in.,WSW,9
2018-01-27,18:00:00,Clear,57°F,47°F,70%,30.30,0 in.,SW,6
2018-01-27,19:00:00,Clear,57°F,48°F,72%,30.31,0 in.,SW,5
2018-01-27,20:00:00,Clear,56°F,47°F,71%,30.29,0 in.,SW,0
2018-01-27,21:00:00,Clear,56°F,47°F,72%,30.29,0 in.,E,1
2018-01-27,22:00:00,Mostly Cloudy,55°F,47°F,74%,30.27,0 in.,SW,2
2018-01-27,23:00:00,Clear,56°F,48°F,74%,30.26,0 in.,SSW,6
2018-01-28,00:00:00,Cloudy,56°F,48°F,74%,30.24,0 in.,WSW,4
2018-01-28,01:00:00,Cloudy,55°F,47°F,75%,30.23,0 in.,WSW,0
2018-01-28,02:00:00,Cloudy,56°F,49°F,78%,30.23,0 in.,WSW,0
2018-01-28,03:00:00,Cloudy,55°F,50°F,84%,30.22,0 in.,W,1
2018-01-28,04:00:00,Cloudy,53°F,50°F,89%,30.21,0 in.,WSW,0
2018-01-28,05:00:00,Cloudy,51°F,49°F,94%,30.20,0 in.,WSW,0
2018-01-28,06:00:00,Cloudy,50°F,49°F,96%,30.21,0 in.,WSW,0
2018-01-28,07:00:00,Cloudy,50°F,49°F,97%,30.23,0 in.,WSW,0
2018-01-28,08:00:00,Cloudy,49°F,48°F,98%,30.23,0.01 in.,WSW,0
2018-01-28,09:00:00,Cloudy,50°F,49°F,98%,30.24,0 in.,WSW,0
2018-01-28,10:00:00,Cloudy,51°F,50°F,98%,30.25,0.03 in.,WSW,0
2018-01-28,11:00:00,Cloudy,51°F,51°F,99%,30.25,0.02 in.,WSW,0
2018-01-28,12:00:00,Cloudy,51°F,51°F,99%,30.22,0.02 in.,WSW,0
2018-01-28,13:00:00,Cloudy,52°F,51°F,98%,30.20,0 in.,WSW,0
2018-01-28,14:00:00,Cloudy,53°F,53°F,98%,30.19,0 in.,SSE,0
2018-01-28,15:00:00,Cloudy,52°F,51°F,96%,30.18,0.02 in.,E,0
2018-01-28,16:00:00,Cloudy,51°F,50°F,96%,30.19,0.01 in.,NNW,4
2018-01-28,17:00:00,Cloudy,50°F,48°F,94%,30.19,0 in.,NNW,0
2018-01-28,18:00:00,Cloudy,49°F,47°F,93%,30.19,0 in.,NW,0
2018-01-28,19:00:00,Cloudy,48°F,45°F,90%,30.22,0 in.,NNW,0
2018-01-28,20:00:00,Cloudy,48°F,46°F,91%,30.22,0 in.,NE,0
2018-01-28,21:00:00,Cloudy,48°F,45°F,90%,30.21,0 in.,SE,0
2018-01-28,22:00:00,Cloudy,47°F,44°F,88%,30.20,0 in.,NNW,0
2018-01-28,23:00:00,Cloudy,47°F,43°F,87%,30.20,0 in.,NE,0
2018-01-29,00:00:00,Cloudy,47°F,42°F,82%,30.19,0 in.,N,0
2018-01-29,01:00:00,Cloudy,46°F,38°F,74%,30.18,0 in.,NE,1
2018-01-29,02:00:00,Cloudy,46°F,38°F,73%,30.16,0 in.,NE,1
2018-01-29,03:00:00,Cloudy,45°F,36°F,70%,30.15,0 in.,ENE,1
2018-01-29,04:00:00,Cloudy,45°F,37°F,74%,30.14,0 in.,N,0
2018-01-29,05:00:00,Cloudy,45°F,38°F,75%,30.13,0 in.,N,0
2018-01-29,06:00:00,Cloudy,44°F,36°F,74%,30.12,0 in.,ENE,0
2018-01-29,07:00:00,Cloudy,44°F,35°F,70%,30.13,0 in.,SE,0
2018-01-29,08:00:00,Cloudy,44°F,36°F,73%,30.14,0 in.,NW,0
2018-01-29,09:00:00,Cloudy,44°F,37°F,77%,30.13,0 in.,ENE,0
2018-01-29,10:00:00,Cloudy,45°F,39°F,79%,30.13,0 in.,NE,2
2018-01-29,11:00:00,Cloudy,45°F,38°F,77%,30.13,0 in.,NNE,2
2018-01-29,12:00:00,Cloudy,46°F,38°F,72%,30.09,0 in.,ENE,0
2018-01-29,13:00:00,Cloudy,45°F,37°F,72%,30.06,0 in.,ENE,1
2018-01-29,14:00:00,Cloudy,46°F,36°F,68%,30.05,0 in.,N,1
2018-01-29,15:00:00,Cloudy,46°F,35°F,66%,30.04,0 in.,NNE,0
2018-01-29,16:00:00,Cloudy,45°F,34°F,65%,30.03,0 in.,SE,1
2018-01-29,17:00:00,Cloudy,44°F,34°F,68%,30.02,0 in.,ESE,0
2018-01-29,18:00:00,Cloudy,43°F,34°F,69%,30.02,0 in.,ESE,0
2018-01-29,19:00:00,Partly Cloudy,41°F,33°F,74%,30.03,0 in.,ESE,0
2018-01-29,20:00:00,Mostly Cloudy,39°F,33°F,80%,30.02,0 in.,ESE,0
2018-01-29,21:00:00,Cloudy,37°F,33°F,85%,30.03,0 in.,ESE,0
2018-01-29,22:00:00,Cloudy,35°F,32°F,88%,30.01,0 in.,ESE,0
2018-01-29,23:00:00,Cloudy,34°F,31°F,89%,30.01,0 in.,ESE,0
2018-01-30,00:00:00,Clear,32°F,30°F,92%,29.98,0 in.,NNW,0
